StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1040,17,Female,Aisan,High School,12.23311351,21,Yes,High,Yes,Yes,No,No,1.526867832,F
1041,17,Female,Other,Some College,11.31494613,23,Yes,Low,No,No,No,No,1.0582874,F
1042,17,Male,Caucasian,High School,14.29404633,7,No,Moderate,No,No,No,No,2.625128098,C
1043,16,Female,Other,Some College,18.75409231,12,Yes,Very High,No,No,No,No,2.808754822,C
1044,18,Female,Caucasian,High School,18.24509122,9,No,Moderate,No,Yes,No,No,2.888891669,C
1045,18,Female,Caucasian,High School,18.92151236,1,Yes,High,Yes,Yes,No,No,4,A
1046,18,Male,Caucasian,Some College,4.89431194,7,No,Very High,No,No,Yes,No,2.515300272,C
1047,18,Male,African American,Some College,2.631306133,5,No,Low,Yes,No,No,No,2.56376543,C
1048,17,Male,Caucasian,Some College,6.04553401,15,No,Moderate,No,No,No,No,1.703611803,F
1049,16,Male,African American,Some College,17.90170346,17,No,High,No,No,Yes,No,2.099885157,D
1050,16,Female,African American,High School,19.44106949,16,No,Very High,Yes,No,No,No,2.461046963,D
1051,17,Female,Aisan,Some College,17.18649902,5,No,High,No,No,No,No,2.935477192,C
1052,16,Female,Aisan,No Education,2.200354423,12,Yes,Low,Yes,No,Yes,No,1.986378059,F
1053,17,Female,Caucasian,High School,18.94855996,22,No,Very High,No,No,Yes,No,1.571544191,F
1054,18,Male,Caucasian,Some College,8.467160547,13,No,Low,No,Yes,No,No,1.66431069,F
1055,17,Male,Caucasian,No Education,0.186205815,29,Yes,Moderate,Yes,Yes,No,No,0.756259167,F
1056,18,Male,Caucasian,High School,8.847874815,25,No,Moderate,No,Yes,No,No,0.802769539,F
1057,18,Female,Caucasian,Master's,0.921383394,20,No,Moderate,No,Yes,Yes,No,1.342387178,F
1058,15,Male,Caucasian,Master's,10.87755842,29,No,High,Yes,No,No,No,0.286571288,F
1059,17,Male,Caucasian,High School,6.771080549,9,Yes,High,No,Yes,No,No,2.613838694,C
1060,15,Female,Other,No Education,9.468698672,23,No,High,No,Yes,No,No,0.929012555,F
1061,17,Female,African American,High School,12.26340721,10,No,No Support,Yes,No,Yes,No,1.892758696,F
1062,17,Male,Caucasian,High School,17.37602192,12,No,Moderate,No,No,Yes,No,2.331261549,D
1063,15,Male,African American,Bachelor's,13.23803153,11,No,High,No,Yes,No,No,2.234238473,D
1064,15,Male,Caucasian,High School,8.68097737,8,No,Moderate,No,Yes,No,No,2.385828219,D
1065,17,Male,Caucasian,Some College,16.38855707,3,Yes,Very High,No,No,No,No,3.347356744,B
1066,16,Male,African American,High School,18.11164275,6,Yes,High,Yes,No,No,No,3.261855307,B
1067,18,Male,Caucasian,Master's,2.395199329,23,No,High,No,Yes,No,No,1.039623879,F
1068,15,Female,Caucasian,High School,10.63865955,28,No,No Support,No,Yes,No,No,0.027818625,F
1069,18,Female,Other,Some College,5.690239195,21,Yes,High,No,No,Yes,No,1.329964538,F
1070,16,Female,Aisan,High School,0.941223958,1,No,Very High,No,No,Yes,No,3.283916522,B
1071,16,Male,African American,Some College,13.3709339,6,No,Moderate,Yes,No,No,No,2.937454182,C
1072,16,Female,African American,High School,17.25541555,28,No,High,No,No,Yes,Yes,0.738868203,F
1073,15,Male,African American,High School,3.25805309,8,No,Moderate,Yes,Yes,No,No,2.556801663,C
1074,16,Male,Caucasian,Bachelor's,16.24827315,4,Yes,Moderate,No,No,No,No,3.300928569,B
1075,15,Female,Caucasian,Bachelor's,17.06791467,14,No,High,Yes,No,Yes,No,2.200682947,D
1076,16,Male,Caucasian,Bachelor's,18.28680885,17,No,High,No,Yes,No,No,1.855865573,F
1077,18,Male,Caucasian,Some College,5.305701782,3,No,High,No,No,No,No,2.734401494,C
1078,18,Female,African American,Bachelor's,18.0790613,18,Yes,Low,Yes,Yes,No,No,2.131737297,D
1079,17,Female,Caucasian,No Education,6.413255095,19,No,Low,No,No,No,No,0.979769911,F
1080,18,Female,Other,High School,11.04676027,25,No,High,No,Yes,No,No,0.994325024,F
1081,17,Male,Other,High School,1.010149417,6,No,Low,No,Yes,No,No,2.074699977,D
1082,18,Female,Aisan,Some College,0.877621767,25,No,Moderate,No,No,No,No,0.500508036,F
1083,15,Female,African American,High School,14.40746425,7,No,No Support,Yes,Yes,No,No,2.532438418,C
1084,18,Male,Aisan,High School,8.88959956,16,No,Low,No,Yes,No,No,1.463378036,F
1085,17,Female,Caucasian,Some College,5.125847507,12,No,High,Yes,Yes,No,No,2.342836773,D
1086,17,Female,Aisan,Bachelor's,3.80826992,23,No,High,No,No,No,No,1.158846334,F
1087,16,Female,Caucasian,High School,13.39906982,20,Yes,Low,Yes,No,Yes,Yes,1.523748745,F
1088,15,Male,Aisan,High School,0.008030881,27,No,Low,No,No,Yes,No,0,F
1089,18,Male,Caucasian,High School,16.11782338,22,No,No Support,Yes,No,Yes,No,1.058622014,F
1090,16,Male,Aisan,High School,1.584992123,10,No,Moderate,No,No,Yes,Yes,2.229740184,D
1091,18,Male,Other,High School,3.829792298,26,No,Low,No,No,No,Yes,0.194743281,F
1092,18,Female,Caucasian,Some College,7.724727906,0,No,Moderate,Yes,Yes,No,No,3.506920071,A
1093,16,Male,Caucasian,Some College,9.697174794,1,Yes,High,No,No,No,No,3.552286943,A
1094,16,Male,Other,Some College,7.099902316,16,Yes,High,No,Yes,No,No,2.238491354,D
1095,16,Female,Caucasian,High School,6.4142433,4,No,Low,Yes,Yes,No,No,2.708472344,C
1096,16,Female,Aisan,Bachelor's,19.27832024,29,No,High,No,No,No,Yes,0.732908234,F
1097,16,Female,African American,High School,12.83159362,29,No,Very High,No,No,Yes,No,0.965482445,F
1098,18,Male,Caucasian,Some College,0.468659107,5,No,Moderate,No,Yes,No,No,2.55523286,C
1099,16,Male,Caucasian,Bachelor's,8.603518169,25,No,Moderate,Yes,No,Yes,Yes,0.7443223,F
1100,15,Male,Caucasian,High School,17.50017399,24,No,Moderate,No,No,No,No,0.722056581,F
1101,17,Female,Aisan,High School,6.029123728,23,Yes,Low,Yes,Yes,No,Yes,1.27122953,F
1102,16,Female,Caucasian,Bachelor's,1.891126895,6,No,High,Yes,No,Yes,Yes,2.526142141,C
1103,16,Male,African American,High School,15.16769543,27,No,High,Yes,Yes,No,No,0.942415395,F
1104,18,Female,Caucasian,Some College,12.12027664,20,Yes,Moderate,No,Yes,No,No,1.515639098,F
1105,16,Female,African American,No Education,11.40625016,29,No,High,Yes,No,No,No,0.648273927,F
1106,16,Female,Aisan,Some College,1.071531192,14,No,High,No,Yes,Yes,Yes,2.048850082,D
1107,16,Male,Other,High School,2.809980196,18,No,No Support,Yes,No,No,Yes,0.842295999,F
1108,18,Female,Caucasian,No Education,12.45098792,15,No,Low,No,Yes,No,No,1.464187924,F
1109,16,Female,Aisan,Some College,4.156476829,24,Yes,High,Yes,Yes,No,No,1.487946865,F
1110,17,Male,Aisan,High School,10.08140159,12,Yes,Very High,No,No,No,No,2.587565796,C
1111,18,Male,African American,High School,10.89763372,4,Yes,High,No,No,No,No,3.220806978,B
1112,17,Female,Other,No Education,5.670143805,2,Yes,Very High,No,No,Yes,No,3.545159432,A
1113,18,Female,Caucasian,High School,18.96850311,2,No,Moderate,No,No,No,No,3.089598953,B
1114,16,Male,Caucasian,High School,16.84928214,18,Yes,Low,No,Yes,Yes,No,1.91995644,F
1115,17,Male,Aisan,No Education,14.44747015,13,Yes,Moderate,No,No,No,No,2.198593185,D
1116,18,Female,Caucasian,Bachelor's,1.559877328,15,No,No Support,No,No,No,Yes,0.878212617,F
1117,15,Female,Aisan,No Education,2.122600386,21,No,High,Yes,No,Yes,No,1.340368648,F
1118,16,Female,Aisan,Some College,9.855626917,16,No,Very High,No,No,No,No,1.819511336,F
1119,18,Female,Caucasian,High School,3.214266984,26,No,High,No,Yes,No,No,0.619350931,F
1120,15,Male,Aisan,High School,19.56530927,3,No,Moderate,Yes,No,Yes,Yes,3.61946087,A
1121,18,Female,Caucasian,Bachelor's,3.170404681,12,Yes,Low,Yes,Yes,No,No,2.174902796,D
1122,15,Female,African American,High School,9.749356709,7,Yes,Low,No,Yes,Yes,No,2.974406015,C
1123,16,Male,African American,Master's,7.282421137,18,No,Moderate,No,No,No,No,0.980735844,F
1124,17,Female,Other,High School,12.78772843,4,No,High,No,No,No,No,3.101673809,B
1125,15,Male,Caucasian,Some College,2.580728178,1,Yes,Moderate,Yes,No,Yes,No,3.498257342,B
1126,18,Female,Caucasian,Some College,8.606328561,14,No,Very High,Yes,No,No,No,2.590553445,C
1127,16,Female,African American,Bachelor's,5.494100656,1,No,High,Yes,No,No,No,3.535003758,A
1128,15,Male,Aisan,Some College,17.75503049,10,Yes,Low,No,Yes,No,No,2.819921745,C
1129,18,Male,African American,Some College,0.811714243,12,Yes,Low,Yes,Yes,No,No,2.016596775,D
1130,18,Female,Caucasian,High School,18.27454988,22,Yes,High,No,No,No,No,1.371185039,F
1131,18,Female,Caucasian,High School,16.65988277,9,No,Low,No,No,No,No,2.104795588,D
1132,15,Female,Caucasian,Bachelor's,5.951414329,2,No,High,No,No,No,No,3.030439089,B
1133,15,Male,Aisan,High School,15.78581309,4,Yes,Moderate,No,Yes,No,No,3.582421872,A
1134,15,Female,Caucasian,High School,0.624271207,2,No,Low,Yes,No,No,No,2.426546706,D
1135,17,Male,Caucasian,Some College,19.33731101,5,Yes,Moderate,Yes,No,No,No,3.16143627,B
1136,15,Male,Other,High School,10.53189885,12,No,Moderate,Yes,No,No,No,2.12263853,D
1137,15,Female,Caucasian,Master's,6.065620521,9,No,High,No,Yes,No,No,2.204860581,D
1138,15,Male,Other,Some College,7.251664252,18,No,No Support,Yes,No,Yes,Yes,1.1829875,F
1139,17,Female,African American,Some College,1.328107069,7,No,High,Yes,No,No,No,2.738795716,C
1140,15,Female,Aisan,Bachelor's,19.78699028,17,Yes,High,No,No,No,No,2.237901301,D
1141,18,Female,Caucasian,No Education,0.785838903,2,No,High,Yes,No,No,No,3.139481546,B
1142,15,Female,Caucasian,High School,13.09814246,23,Yes,No Support,Yes,Yes,No,No,1.046044771,F
1143,18,Female,Aisan,Some College,8.854718554,23,Yes,High,No,No,No,No,0.816458245,F
1144,18,Male,Aisan,High School,18.97832436,16,No,Moderate,Yes,No,Yes,No,2.033544621,D
1145,18,Male,Aisan,Some College,4.919994806,7,Yes,Moderate,Yes,Yes,No,No,2.432078523,D
1146,17,Female,Caucasian,Bachelor's,10.64173648,9,No,High,Yes,No,No,No,2.65977132,C
1147,17,Female,Aisan,Some College,9.647124172,1,Yes,Moderate,Yes,No,No,Yes,3.58888794,A
1148,17,Male,Aisan,High School,14.05732888,11,No,High,No,Yes,No,No,2.314587628,D
1149,15,Male,African American,Master's,1.360204639,22,No,Low,Yes,Yes,No,Yes,1.00722582,F
1150,18,Male,Aisan,Some College,3.8757826,5,No,High,Yes,No,No,No,2.881612321,C
1151,17,Male,Aisan,Some College,4.291296402,1,No,Low,No,Yes,Yes,No,2.804504929,C
1152,17,Female,African American,High School,14.7630151,20,Yes,High,No,Yes,No,No,1.762921124,F
1153,15,Female,Caucasian,Bachelor's,3.782773927,22,No,Very High,Yes,No,No,Yes,1.119911263,F
1154,17,Male,Caucasian,Some College,11.46983528,23,No,Moderate,No,No,No,No,1.030657506,F
1155,15,Female,Caucasian,Some College,4.30487641,2,No,Moderate,Yes,No,No,No,3.075619354,B
1156,16,Male,Caucasian,Bachelor's,17.232499,16,Yes,High,Yes,Yes,No,No,2.631434065,C
1157,17,Female,Caucasian,High School,18.84370909,28,No,No Support,No,Yes,Yes,Yes,0.503066907,F
1158,16,Male,Caucasian,Some College,10.3698595,6,No,Moderate,No,No,No,No,2.784237837,C
1159,15,Female,Caucasian,Bachelor's,7.046177684,28,No,Moderate,No,No,No,No,0.247626765,F
1160,18,Male,Caucasian,High School,4.6811555,20,No,High,No,No,No,Yes,1.18954877,F
1161,17,Male,Aisan,Some College,0.99562003,4,Yes,High,Yes,No,No,Yes,3.375994009,B
1162,15,Female,Other,Bachelor's,5.370001524,22,Yes,High,No,No,No,No,1.293573556,F
1163,18,Male,Caucasian,Some College,13.0847156,0,Yes,High,No,No,Yes,Yes,3.718586904,A
1164,18,Female,Other,Some College,10.67233863,7,No,High,Yes,No,No,No,2.670559615,C
1165,16,Female,African American,Bachelor's,18.88082557,11,Yes,Moderate,Yes,No,No,No,2.369648013,D
1166,15,Male,Caucasian,Bachelor's,7.92554525,13,No,Moderate,No,Yes,No,No,1.62448682,F
1167,18,Female,Caucasian,High School,13.87726685,15,Yes,Moderate,Yes,Yes,No,No,2.537476828,C
1168,17,Female,African American,No Education,9.78645495,9,No,Very High,No,Yes,No,No,2.298417929,D
1169,17,Female,Aisan,Some College,10.25152432,14,No,High,Yes,No,No,No,2.25980415,D
1170,16,Female,Aisan,Some College,5.355486292,20,No,Moderate,No,Yes,No,No,1.321343301,F
1171,18,Female,Caucasian,Some College,9.099015537,23,No,High,No,Yes,No,No,0.949974228,F
1172,15,Male,Caucasian,Some College,9.41569994,25,No,Moderate,Yes,No,No,Yes,0.818786616,F
1173,17,Female,Caucasian,High School,14.13285043,14,Yes,High,No,No,No,No,2.339224513,D
1174,18,Female,Caucasian,Some College,18.81279998,9,No,Moderate,No,Yes,No,No,2.682776288,C
1175,18,Female,Caucasian,High School,6.58642555,20,Yes,Low,Yes,No,No,No,1.543837471,F
1176,16,Female,Caucasian,Some College,0.844009372,27,No,High,Yes,No,No,No,0.196901105,F
1177,17,Female,Aisan,Some College,9.92590251,6,No,High,No,No,No,No,2.748610257,C
1178,17,Male,Other,High School,10.88922664,25,Yes,Moderate,Yes,No,Yes,No,1.104893788,F
1179,15,Female,Caucasian,High School,3.368811023,2,No,Moderate,Yes,No,No,No,2.553439811,C
1180,17,Male,Other,Some College,15.20929213,1,No,High,Yes,No,No,Yes,3.274233459,B
1181,15,Male,Caucasian,Some College,19.69858217,5,Yes,High,No,No,No,No,3.186060378,B
1182,17,Male,Caucasian,High School,18.91549434,20,No,High,Yes,No,No,No,1.72211575,F
1183,16,Male,Caucasian,Master's,3.942120776,8,No,Moderate,Yes,Yes,No,No,2.338046358,D
1184,17,Female,African American,Some College,17.5072648,9,Yes,Very High,Yes,Yes,No,No,3.273998748,B
1185,15,Male,Other,Master's,14.08987273,3,No,High,No,No,No,No,2.993502391,C
1186,15,Male,African American,Some College,9.076931276,26,Yes,High,Yes,No,No,No,0.896397899,F
1187,16,Female,Caucasian,Some College,10.81221989,2,No,High,No,No,No,No,2.961055259,C
1188,17,Female,African American,Bachelor's,16.9920035,8,No,Low,Yes,No,No,No,2.674351095,C
1189,17,Female,Caucasian,Some College,9.602698793,23,No,No Support,Yes,Yes,No,No,1.217873151,F
1190,16,Male,Aisan,Some College,7.464147382,21,Yes,High,No,No,No,No,1.36559111,F
1191,17,Female,African American,High School,9.864949861,16,No,Moderate,No,No,No,Yes,1.522274845,F
1192,17,Female,Caucasian,Some College,11.58259608,13,Yes,High,No,No,No,No,2.231402397,D
1193,15,Male,African American,High School,3.781553076,9,No,Moderate,Yes,No,No,No,2.135266355,D
1194,17,Female,African American,High School,18.01815461,12,No,Moderate,No,No,No,No,2.255698915,D
1195,17,Female,Caucasian,No Education,13.48373898,11,Yes,Low,Yes,No,Yes,No,2.751145788,C
1196,16,Female,African American,No Education,12.66537835,26,No,High,Yes,Yes,No,No,0.897634159,F
1197,16,Female,Caucasian,Master's,1.989924524,0,No,Low,Yes,No,No,Yes,3.117354435,B
1198,18,Male,Aisan,High School,12.08347876,27,No,High,Yes,No,Yes,No,1.287595131,F
1199,15,Female,Aisan,Some College,2.419213245,21,No,Moderate,No,No,No,No,0.571053098,F
1200,17,Female,Aisan,Bachelor's,1.573953504,28,No,High,Yes,No,No,No,0.581355799,F
1201,17,Male,African American,Some College,10.54621791,18,No,Low,No,No,Yes,No,1.643462404,F
1202,18,Female,African American,High School,8.055710681,18,No,Low,No,No,No,No,1.234844041,F
1203,17,Male,Caucasian,Some College,11.7762054,5,No,High,No,Yes,No,Yes,2.96809362,C
1204,15,Female,Aisan,Some College,1.784443361,12,No,Moderate,Yes,No,No,No,2.00929848,D
1205,18,Male,Caucasian,Some College,8.619661257,18,No,Low,Yes,No,No,No,1.146086034,F
1206,15,Male,Caucasian,Some College,3.495734301,12,Yes,Very High,No,No,No,No,2.192363198,D
1207,18,Male,Caucasian,Master's,19.74200172,26,Yes,Low,Yes,No,No,No,0.945730873,F
1208,18,Male,Caucasian,Some College,11.22300425,25,No,Moderate,Yes,No,No,No,0.567250028,F
1209,16,Female,African American,High School,13.74873722,21,No,Low,No,No,No,No,0.970764347,F
1210,15,Male,Caucasian,Some College,6.508365614,20,Yes,Moderate,Yes,No,Yes,Yes,1.656060126,F
1211,17,Female,Aisan,No Education,1.894778296,3,No,Moderate,No,No,Yes,No,2.839313249,C
1212,17,Male,Caucasian,Bachelor's,19.51741726,23,No,Low,No,No,Yes,Yes,0.18981806,F
1213,15,Male,Caucasian,High School,5.725180708,1,No,High,Yes,No,No,No,3.258294685,B
1214,17,Male,African American,High School,8.476163703,14,Yes,Moderate,No,No,No,No,1.920055853,F
1215,17,Female,Caucasian,Bachelor's,12.99727843,11,No,High,No,No,No,No,2.021771494,D
1216,15,Male,Caucasian,Some College,0.493945954,29,Yes,Low,Yes,No,No,No,0.125933075,F
1217,18,Female,Aisan,High School,16.20518261,26,Yes,Moderate,Yes,No,No,No,1.287013412,F
1218,15,Female,Caucasian,Some College,10.7315638,6,No,No Support,Yes,No,Yes,No,2.591426703,C
1219,18,Female,Aisan,Bachelor's,5.564343741,19,Yes,High,No,No,No,No,1.463379649,F
1220,17,Female,Caucasian,High School,1.232159706,17,No,High,No,No,No,No,1.465549386,F
1221,17,Female,Caucasian,Bachelor's,3.249968309,22,No,High,Yes,Yes,No,Yes,1.710466838,F
1222,17,Female,Aisan,No Education,17.90067718,12,No,Moderate,No,Yes,No,Yes,2.288505685,D
1223,16,Female,Caucasian,Some College,13.72048448,16,No,High,No,No,Yes,No,1.960968849,F
1224,18,Female,Caucasian,Bachelor's,4.998034433,3,No,High,No,No,No,No,2.621623326,C
1225,16,Female,Caucasian,High School,1.312015299,24,No,No Support,Yes,No,No,No,0.768316386,F
1226,16,Male,Caucasian,Some College,13.81230625,13,No,Low,No,No,Yes,No,1.806406345,F
1227,15,Male,Aisan,High School,11.44815452,19,No,Moderate,No,No,No,No,0.881866353,F
1228,16,Male,Caucasian,Some College,8.090390489,27,No,High,No,Yes,No,No,0.817068221,F
1229,15,Male,Aisan,Some College,7.272228984,12,Yes,No Support,No,No,No,No,1.446132528,F
1230,15,Male,Aisan,Some College,4.336285519,2,No,High,No,Yes,No,No,3.339094362,B
1231,16,Female,Caucasian,High School,13.39222513,25,No,Moderate,No,No,No,No,0.819625478,F
1232,18,Female,Other,High School,19.41336056,25,No,Moderate,No,No,No,No,0.676817973,F
1233,18,Female,Caucasian,No Education,3.514304917,17,No,Low,No,Yes,No,Yes,1.389544874,F
1234,18,Female,Other,High School,11.9423324,13,No,Moderate,No,Yes,No,Yes,1.991508414,F
1235,18,Female,Caucasian,Some College,8.483701115,14,No,No Support,No,Yes,No,No,1.63986755,F
1236,18,Female,African American,Bachelor's,8.933774435,2,No,No Support,No,Yes,No,No,2.511743021,C
1237,16,Female,Caucasian,Some College,5.082945603,0,No,High,No,No,Yes,No,2.98391995,C
1238,16,Male,Caucasian,Some College,16.50269751,25,Yes,Moderate,No,No,Yes,No,1.258654854,F
1239,17,Male,African American,Master's,9.705112083,23,Yes,Moderate,No,No,No,No,1.417929927,F
1240,18,Male,Aisan,Some College,10.86811704,16,No,Low,Yes,No,Yes,No,1.597016572,F
1241,16,Male,Caucasian,Bachelor's,6.095218256,2,Yes,Moderate,No,Yes,No,No,3.088699868,B
1242,17,Female,Caucasian,Some College,3.636169313,13,No,No Support,Yes,Yes,No,No,1.641341443,F
1243,18,Female,Aisan,High School,1.718207764,2,No,Moderate,No,Yes,No,No,2.586870656,C
1244,15,Female,African American,No Education,14.28238282,12,Yes,Moderate,No,No,No,No,2.389032645,D
1245,17,Male,Other,Some College,3.924685634,14,No,Moderate,Yes,No,No,No,1.8981464,F
1246,16,Female,Aisan,High School,13.80150708,17,No,Very High,No,Yes,No,No,2.110487975,D
1247,15,Female,Other,High School,7.807528921,13,No,Moderate,No,No,No,No,1.700273589,F
1248,15,Female,Aisan,Some College,8.31549602,20,No,Moderate,Yes,No,No,No,1.044499995,F
1249,15,Male,Caucasian,Some College,9.383549922,25,No,Moderate,No,Yes,No,No,1.194166134,F
1250,17,Female,Caucasian,Some College,7.354170163,2,No,Low,No,No,Yes,No,2.649136828,C
1251,16,Male,Aisan,High School,2.012399544,18,No,High,No,Yes,No,No,1.234141389,F
1252,15,Male,African American,High School,6.1926362,7,No,Moderate,Yes,No,No,No,2.127408866,D
1253,18,Male,Caucasian,Some College,13.27468721,3,Yes,Low,Yes,No,No,No,2.913887649,C
1254,15,Male,Caucasian,Master's,13.31568803,3,No,High,No,No,No,Yes,3.119393913,B
1255,15,Female,Other,Some College,5.724486145,18,Yes,No Support,No,No,No,No,1.036378738,F
1256,17,Male,African American,Bachelor's,9.202052531,10,No,Very High,Yes,No,No,Yes,2.403284547,D
1257,17,Male,Caucasian,Some College,3.86894456,0,Yes,High,No,No,No,No,3.156508064,B
1258,16,Female,Caucasian,Some College,4.207441631,7,Yes,Moderate,No,Yes,Yes,No,2.723471859,C
1259,18,Female,Caucasian,High School,0.460941768,14,No,Low,Yes,Yes,No,No,1.530951146,F
1260,17,Male,Caucasian,Some College,17.934931,0,No,Low,No,No,No,No,3.468581349,B
1261,15,Female,Caucasian,Some College,4.214133301,6,No,Low,Yes,No,No,No,2.302032044,D
1262,16,Male,Caucasian,Some College,4.550677539,20,Yes,Low,Yes,No,No,No,1.265677909,F
1263,15,Male,Aisan,Some College,5.592028653,19,No,Moderate,Yes,Yes,No,Yes,1.479602228,F
1264,15,Male,Caucasian,Some College,2.548161434,19,No,Very High,No,No,Yes,Yes,1.445076719,F
1265,17,Male,Aisan,High School,12.78525766,23,No,Moderate,No,No,No,No,0.80943381,F
1266,16,Female,Aisan,Some College,1.502859064,10,Yes,High,No,No,No,No,2.15023327,D
1267,18,Male,Caucasian,High School,2.684048527,26,No,High,No,No,No,No,0.559143716,F
1268,18,Female,African American,Bachelor's,12.89513453,28,No,High,No,No,No,No,0.580788485,F
1269,17,Female,Caucasian,High School,6.79321241,13,No,No Support,No,Yes,Yes,Yes,1.602089196,F
1270,17,Female,Aisan,No Education,14.15895653,21,Yes,Moderate,No,Yes,No,No,1.002798364,F
1271,16,Female,Caucasian,Some College,11.14849489,15,No,High,No,No,No,No,1.663063453,F
1272,18,Male,African American,Some College,5.120423461,13,No,High,No,No,No,Yes,1.53154646,F
1273,18,Female,African American,Some College,13.01655901,11,No,Very High,No,No,No,No,2.205842147,D
1274,18,Male,Caucasian,High School,2.325473606,16,No,High,No,No,No,Yes,1.155338561,F
1275,15,Female,Caucasian,Some College,10.72820766,13,Yes,Low,No,No,No,No,2.15375834,D
1276,18,Female,African American,High School,8.742962101,9,No,Moderate,Yes,No,No,Yes,2.592786686,C
1277,15,Male,Aisan,Bachelor's,5.357471656,23,No,No Support,Yes,Yes,No,No,0.912330507,F
1278,16,Male,Caucasian,Bachelor's,12.08009995,28,Yes,High,No,No,No,No,0.695630933,F
1279,15,Male,African American,Some College,17.42667185,13,Yes,Moderate,No,No,No,No,2.139619891,D
1280,16,Female,Caucasian,High School,19.978094,17,No,High,No,No,No,No,1.550449331,F
1281,18,Female,Aisan,Some College,12.15525537,21,No,Very High,No,No,No,Yes,1.5475367,F
